# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 22 10:30:00 2021
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
2896,5040077,K03065.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,NO_COMMENT,0.896382269,3.9040000e-06,-3.9040000e-06,132.2965100,3.620000e-03,-3.620000e-03,0,,,1.11300,0.12500,-0.12500,1.3640e+02,1.560e+01,-1.560e+01,1.00,2.600e-01,-1.100e-01,1810.0,,,2524.81,1956.87,-775.66,5.910000,1.600000,-1.600000,5837.00,177.00,-195.00,0.8430,0.2150,-0.0920,0.8240,0.1050,-0.0700,,,,298.539670,40.183659,14.603
2897,7534267,K03147.01,Kepler-1441 b,CONFIRMED,Done,CANDIDATE,0.9970,0,0,0,0,NO_COMMENT,39.442078100,7.0630000e-04,-7.0630000e-04,169.1411000,1.360000e-02,-1.360000e-02,0,,,7.02900,0.42200,-0.42200,1.7240e+02,1.340e+01,-1.340e+01,2.51,4.000e-01,-6.200e-01,682.0,,,51.14,22.18,-23.45,39.500000,19.300000,-19.300000,5430.00,81.00,-73.00,1.9020,0.3090,-0.4640,1.1060,0.1200,-0.1470,,,,293.719120,43.124592,14.268
2898,9592705,K00288.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,CENT_SATURATED,10.275325130,1.4420000e-05,-1.4420000e-05,177.2722700,1.140000e-03,-1.140000e-03,0,,,6.30930,0.03960,-0.03960,2.0970e+02,2.400e+00,-2.400e+00,3.04,1.500e-01,-2.100e-01,1211.0,,,508.21,75.80,-92.88,12.000000,2.500000,-2.500000,6150.00,73.00,-85.00,2.0860,0.0980,-0.1470,1.4480,0.0590,-0.1480,,,,293.716460,46.226654,11.020
2899,10611420,K03148.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0140,0,0,1,0,CENT_UNRESOLVED_OFFSET,11.505286030,8.1240000e-05,-8.1240000e-05,135.1016000,5.700000e-03,-5.700000e-03,0,,,2.09800,0.22300,-0.22300,2.6020e+02,2.930e+01,-2.930e+01,1.83,5.600e-01,-2.200e-01,912.0,,,163.79,145.33,-53.14,37.900000,14.500000,-14.500000,6355.00,172.00,-210.00,1.1080,0.3350,-0.1340,1.1510,0.1540,-0.1540,,,,296.117340,47.879829,15.191
2900,10386922,K00289.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,26.629419530,4.5920000e-05,-4.5920000e-05,191.9962700,1.370000e-03,-1.370000e-03,0,,,7.87090,0.05650,-0.05650,4.9280e+02,5.200e+00,-5.200e+00,3.13,4.900e-01,-6.600e-01,742.0,,,71.75,30.93,-30.34,26.373500,0.088400,-0.088400,5866.00,105.00,-105.00,1.4170,0.2190,-0.3010,0.9580,0.0830,-0.0750,,,,282.945650,47.574905,12.747
2901,10386922,K00289.02,Kepler-511 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,296.637581700,4.0510000e-04,-4.0510000e-04,403.6720420,9.140000e-04,-9.140000e-04,0,,,16.42500,0.10100,-0.10100,2.7631e+03,1.170e+01,-1.170e+01,7.56,1.170e+00,-1.600e+00,332.0,,,2.88,1.25,-1.22,132.000000,36.100000,-36.100000,5866.00,105.00,-105.00,1.4170,0.2190,-0.3010,0.9580,0.0830,-0.0750,,,,282.945650,47.574905,12.747
2902,10982872,K00343.03,Kepler-142 d,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,NO_COMMENT,41.808503100,2.9390000e-04,-2.9390000e-04,148.7081400,6.030000e-03,-6.030000e-03,0,,,7.79700,0.16000,-0.16000,1.9040e+02,7.200e+00,-7.200e+00,1.67,2.700e-01,-2.900e-01,582.0,,,27.15,12.00,-10.07,41.480000,3.100000,-3.100000,5794.00,105.00,-117.00,1.2250,0.1940,-0.2130,1.0040,0.0860,-0.0700,,,,295.118900,48.481281,13.203
2903,3558981,K00052.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,2.987862720,2.3060000e-06,-2.3060000e-06,168.0112330,6.180000e-04,-6.180000e-04,0,,,2.58140,0.08750,-0.08750,4.2789e+04,5.960e+02,-5.960e+02,17.82,2.750e+00,-1.700e+00,1064.0,,,303.15,167.53,-84.91,9.110000,3.600000,-3.600000,5231.00,203.00,-166.00,0.8210,0.1270,-0.0780,0.8590,0.0730,-0.0800,,,,294.977450,38.678352,13.109
2904,11015108,K00344.01,Kepler-530 A b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,39.309440960,4.7900000e-05,-4.7900000e-05,171.3348610,9.540000e-04,-9.540000e-04,0,,,5.77000,0.03760,-0.03760,1.1321e+03,1.060e+01,-1.060e+01,2.87,3.700e-01,-1.400e-01,488.0,,,13.46,5.00,-2.25,53.610000,1.800000,-1.800000,5607.00,101.00,-112.00,0.8630,0.1120,-0.0430,0.9320,0.0460,-0.0730,,,,283.340270,48.549042,13.400
2905,11074541,K00345.01,Kepler-531 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,29.884877230,3.0720000e-05,-3.0720000e-05,173.1944040,8.190000e-04,-8.190000e-04,0,,,4.56120,0.04130,-0.04130,1.2757e+03,1.130e+01,-1.130e+01,2.81,1.200e-01,-1.900e-01,453.0,,,9.95,1.78,-1.98,39.900000,19.400000,-19.400000,4883.00,97.00,-97.00,0.7490,0.0330,-0.0510,0.7250,0.0520,-0.0300,,,,286.524810,48.683601,13.340
2906,11100383,K00346.01,Kepler-532 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,12.924898030,2.2460000e-05,-2.2460000e-05,170.7867900,1.270000e-03,-1.270000e-03,0,,,2.68110,0.06140,-0.06140,9.5900e+02,2.220e+01,-2.220e+01,2.62,1.800e-01,-1.100e-01,620.0,,,34.95,8.39,-5.26,25.300000,10.800000,-10.800000,5103.00,102.00,-102.00,0.7680,0.0540,-0.0310,0.8250,0.0370,-0.0490,,,,298.660920,48.606369,13.524
2907,7918652,K02984.01,,CANDIDATE,Done,CANDIDATE,0.9890,0,0,0,0,NO_COMMENT,11.455418960,9.7200000e-05,-9.7200000e-05,136.3252400,7.170000e-03,-7.170000e-03,0,,,4.95000,0.22200,-0.22200,6.8600e+01,5.100e+00,-5.100e+00,1.12,2.000e-01,-1.100e-01,975.0,,,213.86,103.88,-56.26,17.700000,1.600000,-1.600000,6231.00,112.00,-137.00,1.3560,0.2390,-0.1390,1.2690,0.0900,-0.0900,,,,299.707000,43.622601,13.066
2908,8847111,K02985.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_RESOLVED_OFFSET,0.575884418,8.3600000e-07,-8.3600000e-07,132.0077800,1.510000e-03,-1.510000e-03,0,,,2.07340,0.07300,-0.07300,2.7220e+02,7.600e+00,-7.600e+00,31.17,1.041e+01,-3.470e+00,2397.0,,,7790.32,7688.15,-2601.69,1.329000,0.649000,-0.649000,6290.00,175.00,-263.00,1.0440,0.3490,-0.1160,1.0970,0.1540,-0.1540,,,,300.719270,45.096050,15.024
2909,4568298,K02986.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,MOD_SEC_DV---MOD_SEC_ALT---CENT_RESOLVED_OFFSET---EPHEM_MATCH,0.562555067,1.5640000e-06,-1.5640000e-06,131.7495800,2.320000e-03,-2.320000e-03,0,,,1.74020,0.08050,-0.08050,1.9830e+02,1.100e+01,-1.100e+01,1.21,2.900e-01,-1.200e-01,2046.0,,,4128.40,2917.27,-1138.81,2.259000,0.649000,-0.649000,5793.00,155.00,-172.00,0.8320,0.1990,-0.0800,0.9210,0.1000,-0.1100,,,,293.536290,39.690090,15.945
2910,9230021,K03429.04,,CANDIDATE,Done,CANDIDATE,0.5080,0,0,0,0,NO_COMMENT,44.433726000,1.0180000e-03,-1.0180000e-03,162.9825000,2.140000e-02,-2.140000e-02,0,,,6.11800,0.40700,-0.40700,2.3960e+02,3.090e+01,-3.090e+01,1.85,2.900e-01,-2.900e-01,538.0,,,19.73,8.21,-6.40,44.400000,17.700000,-17.700000,5596.00,83.00,-75.00,1.1450,0.1780,-0.1780,0.9500,0.0700,-0.0520,,,,296.196140,45.634331,15.364
2911,4374339,K02987.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_RESOLVED_OFFSET---HALO_GHOST,0.993703494,2.6280000e-06,-2.6280000e-06,132.1420000,2.090000e-03,-2.090000e-03,0,,,0.76450,0.09680,-0.09680,6.7400e+01,6.500e+00,-6.500e+00,2.32,3.700e-01,-8.200e-01,3257.0,,,26588.40,13329.89,-16907.16,9.050000,3.800000,-3.800000,6854.00,184.00,-245.00,2.7150,0.4400,-0.9530,1.7280,0.1540,-0.3860,,,,293.983460,39.430420,12.928
2912,6636320,K02989.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,6.331252280,3.8020000e-05,-3.8020000e-05,137.1414900,4.820000e-03,-4.820000e-03,0,,,2.68800,0.15000,-0.15000,3.0660e+02,2.180e+01,-2.180e+01,1.31,2.300e-01,-1.000e-01,822.0,,,108.04,59.23,-26.06,18.210000,2.400000,-2.400000,5383.00,159.00,-159.00,0.7590,0.1320,-0.0570,0.8510,0.0780,-0.0960,,,,299.080990,42.018139,15.411
2913,4067925,K03066.01,,CANDIDATE,Done,CANDIDATE,0.8870,0,0,0,0,NO_COMMENT,24.220419200,1.9400000e-04,-1.9400000e-04,146.4245900,6.240000e-03,-6.240000e-03,0,,,3.27100,0.22600,-0.22600,8.0630e+02,6.740e+01,-6.740e+01,2.10,3.300e-01,-1.500e-01,505.0,,,15.43,8.06,-3.66,57.980000,3.000000,-3.000000,5165.00,170.00,-154.00,0.7610,0.1190,-0.0550,0.8590,0.0640,-0.0850,,,,294.290040,39.126869,15.911
2914,4847782,K03067.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,30.959705300,4.2430000e-04,-4.2430000e-04,139.4390300,9.350000e-03,-9.350000e-03,0,,,5.42000,0.64200,-0.64200,4.1070e+02,3.910e+01,-3.910e+01,16.63,2.160e+00,-1.360e+00,438.0,,,8.67,4.54,-2.58,10.230000,5.100000,-5.100000,4947.00,222.00,-222.00,0.7140,0.0930,-0.0580,0.8000,0.0630,-0.0950,,,,295.064420,39.960659,15.082
2915,6021275,K00284.02,Kepler-132 A c,CONFIRMED,Done,CANDIDATE,0.9190,0,0,0,0,NO_COMMENT,6.414912770,1.2590000e-05,-1.2590000e-05,169.6404400,1.530000e-03,-1.530000e-03,0,,,3.36290,0.04810,-0.04810,1.2100e+02,2.600e+00,-2.600e+00,1.40,2.000e-01,-2.200e-01,1069.0,,,309.12,124.36,-106.48,7.600000,3.700000,-3.700000,5931.00,107.00,-118.00,1.1010,0.1570,-0.1730,0.9290,0.0660,-0.0660,,,,283.235810,41.343040,11.818
2916,10350571,K01175.03,,FALSE POSITIVE,Done,FALSE POSITIVE,0.3780,1,0,0,0,INDIV_TRANS_RUBBLE,93.881556000,1.7640000e-03,-1.7640000e-03,131.5771000,1.760000e-02,-1.760000e-02,0,,,20.64400,0.51900,-0.51900,1.8870e+02,8.300e+00,-8.300e+00,2.02,3.100e-01,-4.700e-01,479.0,,,12.42,5.51,-5.60,35.180000,3.100000,-3.100000,5676.00,115.00,-104.00,1.4870,0.2290,-0.3440,1.0160,0.0930,-0.0840,,,,295.920650,47.448608,13.290
2917,3230805,K03068.01,,CANDIDATE,Done,CANDIDATE,0.9920,0,0,0,0,NO_COMMENT,3.916795530,2.6020000e-05,-2.6020000e-05,133.6027400,4.630000e-03,-4.630000e-03,0,,,2.07200,0.15800,-0.15800,1.6130e+02,1.410e+01,-1.410e+01,0.85,9.000e-02,-7.000e-02,851.0,,,123.73,47.10,-28.03,14.620000,1.200000,-1.200000,4889.00,146.00,-131.00,0.6860,0.0740,-0.0490,0.7590,0.0540,-0.0880,,,,290.260280,38.354988,14.976
2918,4676964,K03069.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,43.102443400,7.1150000e-04,-7.1150000e-04,140.1394000,1.340000e-02,-1.340000e-02,0,,,7.12400,0.31500,-0.31500,2.9980e+02,2.430e+01,-2.430e+01,1.88,5.200e-01,-3.300e-01,539.0,,,19.96,16.91,-8.02,46.950000,4.000000,-4.000000,5741.00,171.00,-188.00,1.0970,0.3090,-0.1900,1.0170,0.1220,-0.1100,,,,297.039220,39.785259,14.914
2919,10488450,K00290.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_UNRESOLVED_OFFSET---HALO_GHOST,2.683395376,3.6490000e-06,-3.6490000e-06,171.4260500,1.130000e-03,-1.130000e-03,0,,,1.85920,0.03850,-0.03850,2.3470e+02,5.300e+00,-5.300e+00,2.55,8.000e-01,-5.300e-01,1860.0,,,2833.83,2622.64,-1376.35,7.440000,3.300000,-3.300000,6958.00,196.00,-337.00,1.5290,0.4780,-0.3180,1.3440,0.1920,-0.2140,,,,298.044190,47.627918,12.269
2920,10933561,K00291.01,Kepler-133 c,CONFIRMED,Done,CANDIDATE,0.9950,0,0,0,0,NO_COMMENT,31.517794630,9.3750000e-05,-9.3750000e-05,185.1533000,2.230000e-03,-2.230000e-03,0,,,7.63400,0.07840,-0.07840,3.5760e+02,6.100e+00,-6.100e+00,2.72,4.100e-01,-6.100e-01,663.0,,,45.68,19.87,-20.03,26.790000,7.600000,-7.600000,5611.00,114.00,-91.00,1.4000,0.2110,-0.3160,0.9950,0.0870,-0.0720,,,,297.277980,48.320332,12.848
2921,10933561,K00291.02,Kepler-133 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,8.129998580,2.3760000e-05,-2.3760000e-05,134.1006700,2.440000e-03,-2.440000e-03,0,,,2.14920,0.06970,-0.06970,1.4800e+02,6.600e+00,-6.600e+00,2.04,3.100e-01,-4.600e-01,1041.0,,,277.89,120.90,-121.84,13.680000,6.600000,-6.600000,5611.00,114.00,-91.00,1.4000,0.2110,-0.3160,0.9950,0.0870,-0.0720,,,,297.277980,48.320332,12.848
2922,4770617,K02243.03,,CANDIDATE,Done,CANDIDATE,0.9720,0,0,0,0,CENT_KIC_POS,31.445270900,1.6980000e-04,-1.6980000e-04,154.5813600,5.130000e-03,-5.130000e-03,0,,,1.75800,0.10800,-0.10800,5.3110e+02,4.810e+01,-4.810e+01,4.55,9.300e-01,-7.700e-01,721.0,,,63.78,33.30,-22.03,46.600000,23.100000,-23.100000,6172.00,74.00,-86.00,1.4710,0.3010,-0.2470,1.2500,0.0950,-0.1160,,,,297.477110,39.877239,14.806
2923,8845026,K00044.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,MOD_SEC_ALT---HAS_SEC_TCE,66.467462170,3.0030000e-05,-3.0030000e-05,160.4765100,3.580000e-04,-3.580000e-04,0,,,19.66380,0.02320,-0.02320,1.2644e+04,1.420e+01,-1.420e+01,11.97,3.430e+00,-1.570e+00,466.0,,,11.18,9.72,-3.86,28.310000,0.644000,-0.644000,5843.00,182.00,-203.00,1.0730,0.3070,-0.1410,1.0610,0.1250,-0.1250,,,,300.151860,45.089611,13.483
2924,11075737,K00292.01,Kepler-97 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,2.586639524,2.7090000e-06,-2.7090000e-06,171.8425720,8.000000e-04,-8.000000e-04,0,,,2.25300,0.02650,-0.02650,2.1770e+02,3.300e+00,-3.300e+00,1.44,1.900e-01,-1.600e-01,1328.0,,,735.48,282.45,-198.83,8.370000,2.200000,-2.200000,5780.00,103.00,-115.00,0.9660,0.1310,-0.1070,0.8990,0.0670,-0.0560,,,,287.326630,48.673431,12.872
2925,11189127,K00347.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.3510,0,1,0,0,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,2.671942657,1.6380000e-06,-1.6380000e-06,169.8539080,4.930000e-04,-4.930000e-04,0,,,1.91190,0.03030,-0.03030,1.5942e+04,2.020e+02,-2.020e+02,22.36,6.150e+00,-4.600e+00,1458.0,,,1069.47,922.60,-483.51,7.330000,3.600000,-3.600000,6116.00,212.00,-212.00,1.0550,0.2900,-0.2170,0.8760,0.1190,-0.0790,,,,291.157380,48.861145,13.318
2926,11194032,K00348.01,Kepler-533 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,28.511176390,2.6510000e-05,-2.6510000e-05,187.3639550,7.310000e-04,-7.310000e-04,0,,,4.59410,0.07060,-0.07060,1.8446e+03,1.470e+01,-1.470e+01,3.27,1.900e-01,-1.300e-01,423.0,,,7.55,1.57,-1.13,33.400000,13.700000,-13.700000,4687.00,93.00,-93.00,0.6900,0.0390,-0.0280,0.7480,0.0320,-0.0430,,,,293.685730,48.825142,13.933
2927,11394027,K00349.01,Kepler-1664 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,14.386825670,1.6760000e-05,-1.6760000e-05,170.4550490,8.850000e-04,-8.850000e-04,0,,,2.14170,0.03230,-0.03230,5.6960e+02,1.090e+01,-1.090e+01,2.54,3.700e-01,-3.400e-01,776.0,,,85.46,35.45,-26.28,52.421000,0.748000,-0.748000,5725.00,104.00,-115.00,1.0720,0.1580,-0.1430,0.9440,0.0740,-0.0560,,,,286.852660,49.261681,13.586
2928,7609553,K02924.02,,CANDIDATE,Done,CANDIDATE,0.9170,0,0,0,0,NO_COMMENT,8.856867120,2.7640000e-05,-2.7640000e-05,134.1363300,2.270000e-03,-2.270000e-03,0,,,0.60600,0.08910,-0.08910,3.1920e+02,3.000e+01,-3.000e+01,1.88,1.800e-01,-2.100e-01,714.0,,,61.54,22.17,-17.78,48.800000,24.200000,-24.200000,5017.00,151.00,-136.00,0.7970,0.0790,-0.0870,0.7600,0.0950,-0.0550,,,,292.440400,43.209431,14.589
2929,11395587,K00350.01,,CANDIDATE,Done,CANDIDATE,0.9830,0,0,0,0,NO_COMMENT,12.990650740,2.2980000e-05,-2.2980000e-05,177.2386500,1.340000e-03,-1.340000e-03,0,,,2.37480,0.04160,-0.04160,3.9230e+02,1.060e+01,-1.060e+01,2.02,3.000e-01,-2.000e-01,790.0,,,92.12,38.04,-22.90,42.450000,1.300000,-1.300000,5787.00,104.00,-116.00,1.0270,0.1510,-0.1000,0.9710,0.0680,-0.0620,,,,287.861420,49.264462,13.387
2930,11442793,K00351.01,Kepler-90 h,CONFIRMED,Done,CANDIDATE,0.0000,0,0,0,0,MOD_SEC_DV---MOD_SEC_ALT,331.597273200,2.4590000e-04,-2.4590000e-04,140.4989290,5.860000e-04,-5.860000e-04,0,,,14.40400,0.03190,-0.03190,8.3221e+03,2.530e+01,-2.530e+01,10.89,1.770e+00,-1.450e+00,294.0,,,1.76,0.79,-0.55,190.456000,0.450000,-0.450000,5970.00,107.00,-131.00,1.2000,0.1950,-0.1600,1.0890,0.0890,-0.0800,,,,284.433500,49.305161,13.804
2931,5520547,K02990.01,Kepler-1401 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,11.200588550,7.6910000e-05,-7.6910000e-05,137.5100300,4.960000e-03,-4.960000e-03,0,,,4.56200,0.12800,-0.12800,2.1990e+02,1.300e+01,-1.300e+01,1.70,4.700e-01,-1.600e-01,808.0,,,100.91,81.91,-27.32,6.620000,3.300000,-3.300000,6038.00,163.00,-181.00,0.8980,0.2480,-0.0830,0.9820,0.1200,-0.1200,,,,287.466060,40.758450,14.982
2932,4848424,K02991.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,HALO_GHOST---EPHEM_MATCH,1.501799310,1.3620000e-05,-1.3620000e-05,131.5561100,7.490000e-03,-7.490000e-03,0,,,3.27500,0.42100,-0.42100,1.0010e+02,6.800e+00,-6.800e+00,0.72,1.000e-01,-5.000e-02,1229.0,,,540.71,297.79,-155.95,3.475700,0.096100,-0.096100,5024.00,227.00,-227.00,0.7360,0.1030,-0.0550,0.8450,0.0640,-0.0950,,,,295.217530,39.933128,14.762
2933,8866102,K00042.01,Kepler-410 A b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,CENT_SATURATED,17.833678340,1.3850000e-05,-1.3850000e-05,181.2339430,6.030000e-04,-6.030000e-04,0,,,4.51120,0.01950,-0.01950,3.2690e+02,2.400e+00,-2.400e+00,2.43,1.200e-01,-1.400e-01,866.0,,,132.94,20.74,-20.33,30.706000,0.309000,-0.309000,6407.00,76.00,-83.00,1.3370,0.0670,-0.0740,1.2080,0.0680,-0.0930,,,,283.150700,45.139832,9.364
2934,4143755,K00281.01,Kepler-510 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,19.556620030,3.6970000e-05,-3.6970000e-05,189.0435400,1.470000e-03,-1.470000e-03,0,,,8.08700,0.05200,-0.05200,2.9890e+02,3.100e+00,-3.100e+00,2.45,1.200e-01,-9.000e-02,797.0,,,95.35,17.77,-9.89,15.100000,5.600000,-5.600000,5671.00,111.00,-51.00,1.3600,0.0650,-0.0490,0.8390,0.0470,-0.0140,,,,287.655000,39.244289,11.947
2935,8509442,K02992.01,,CANDIDATE,Done,CANDIDATE,0.9000,0,0,0,0,NO_COMMENT,82.659517400,5.4430000e-04,-5.4430000e-04,152.6726000,5.870000e-03,-5.870000e-03,0,,,3.48000,0.16600,-0.16600,1.2707e+03,8.650e+01,-8.650e+01,2.03,1.400e-01,-1.800e-01,233.0,,,0.70,0.17,-0.18,155.400000,55.400000,-55.400000,3952.00,86.00,-94.00,0.5530,0.0400,-0.0490,0.5720,0.0420,-0.0530,,,,296.737240,44.501480,15.995
2936,11244137,K02994.01,Kepler-1402 b,CONFIRMED,Done,CANDIDATE,0.9960,0,0,0,0,NO_COMMENT,2.033874830,1.4080000e-05,-1.4080000e-05,131.9192700,5.140000e-03,-5.140000e-03,0,,,3.09700,0.16400,-0.16400,7.3600e+01,5.500e+00,-5.500e+00,1.60,2.900e-01,-2.800e-01,1789.0,,,2422.92,1161.50,-876.37,4.951000,0.992000,-0.992000,5282.00,84.00,-73.00,1.8990,0.3390,-0.3390,1.0750,0.1360,-0.1110,,,,291.847810,48.968128,14.621
2937,6072593,K03070.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_RESOLVED_OFFSET---HALO_GHOST,5.075382550,1.8270000e-05,-1.8270000e-05,133.9297800,2.890000e-03,-2.890000e-03,0,,,1.70000,0.08730,-0.08730,1.6310e+02,1.210e+01,-1.210e+01,1.74,4.800e-01,-3.300e-01,1154.0,,,419.23,345.81,-174.42,9.850000,4.800000,-4.800000,5933.00,160.00,-178.00,1.1180,0.3140,-0.2100,0.9830,0.1460,-0.1190,,,,299.447330,41.398121,14.196
